['Other Economic Sector', 'Certified', '60603', 'JPMORGAN CHASE & CO.', 'Market Research Analysts', 'INDIA']
['Finance', 'Certified', '60601', 'HEALTH CARE SERVICE CORP.', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '60606', 'BOOZ & COMPANY (N.A.) INC.', 'Management Analysts', 'INDIA']
['Finance', 'Certified', '60606', "R. J. O'BRIEN & ASSOCIATES, L.L.C.", 'Securities, Commodities, and Financial Services Sales Agents', 'SOUTH KOREA']
['Other Economic Sector', 'Certified', '60606', 'BOOZ & COMPANY (N.A.) INC.', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '60606', 'BOOZ & COMPANY (N.A.) INC.', 'Management Analysts', 'INDIA']
['Health Care', 'Certified', '60612', 'RUSH UNIVERSITY MEDICAL CENTER', 'Physicians and Surgeons, All Other', 'IRELAND']
['Other Economic Sector', 'Certified', '60654', 'CCC INFORMATION SERVICES INC.', 'Computer Software Engineers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '60601', 'BAKER & MCKENZIE GLOBAL SERVICES LLC', 'Computer and Information Systems Managers', 'UNITED KINGDOM']
['Other Economic Sector', 'Certified', '60601', 'BRININSTOOL, KERWIN & LYNCH LLC', 'Engineering Managers', 'CANADA']
['Other Economic Sector', 'Certified', '60606', 'BOOZ & COMPANY (N.A.) INC.', 'Management Analysts', 'TURKEY']
['Other Economic Sector', 'Certified', '60606', 'BOOZ & COMPANY (N.A.) INC.', 'Management Analysts', 'SINGAPORE']
['Other Economic Sector', 'Certified', '60606', 'BOOZ & COMPANY (N.A.) INC.', 'Management Analysts', 'KENYA']
['IT', 'Certified', '60606', 'CAPGEMINI U.S. LLC', 'Computer Software Engineers, Applications', 'INDIA']
['Finance', 'Certified', '60661', 'TRANSUNION INTERACTIVE, INC.,', 'Marketing Managers', 'CANADA']
['IT', 'Certified', '60606', 'CAPGEMINI U.S. LLC', 'Computer Software Engineers, Applications', 'INDIA']
['Hospitality', 'Certified', '60640', 'TAQUERIA EL RANCHITO NUMBER TWO, INC.', 'Chefs and Head Cooks', 'MEXICO']
['Hospitality', 'Certified', '60640', 'TAQUERIA EL RANCHITO NUMBER TWO, INC.', 'Chefs and Head Cooks', 'MEXICO']
['IT', 'Certified', '60606', 'CAPGEMINI U.S. LLC', 'Computer Software Engineers, Applications', 'INDIA']
['Health Care', 'Certified', '60637', 'UNIVERSITY OF CHICAGO MEDICAL CENTER,HUMAN RESOURC', 'Medical and Clinical Laboratory Technologists', 'PHILIPPINES']
['Finance', 'Certified', '60606', 'WILLIAM BLAIR & COMPANY, LLC', 'Software Developers, Applications', 'INDIA']
['Health Care', 'Certified', '60646', 'INTEGRATED THERAPY SPECIALISTS, LLC', 'General and Operations Managers', 'PHILIPPINES']
['Educational Services', 'Certified', '60626', 'CHICAGO MATH AND SCIENCE ACADEMY', 'Accountants and Auditors', 'TURKEY']
['Finance', 'Certified', '60605', 'CHICAGO BOARD OPTIONS EXCHANGE', 'Database Administrators', 'INDIA']
['IT', 'Certified', '60606', 'CLERYSYS INC', 'Computer Software Engineers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '60603', 'JP MORGAN CHASE & CO', 'Network and Computer Systems Administrators', 'INDIA']
['Educational Services', 'Certified', '60604', 'DEPAUL UNIVERSITY', 'Biological Science Teachers, Postsecondary', 'CANADA']
['IT', 'Certified', '60606', 'CAPGEMINI U.S. LLC', 'Computer Software Engineers, Applications', 'INDIA']
['Hospitality', 'Certified', '60619', 'SIMER SP INC. D/B/A SUBWAY', 'Food Service Managers', 'INDIA']
['Health Care', 'Certified', '60646', 'INTEGRATED THERAPY SPECIALISTS, LLC', 'Computer Software Engineers, Applications', 'PHILIPPINES']
['IT', 'Certified', '60659', 'WINDYCITY TECHNOLOGIES INC.,', 'Computer Software Engineers, Applications', 'INDIA']
['IT', 'Certified', '60606', 'CAPGEMINI U.S. LLC', 'Computer Software Engineers, Applications', 'INDIA']
['IT', 'Certified', '60606', 'SAGGEZZA INC', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '60632', 'NEW LIFE COMMUNITY CHURCH', 'Accountants and Auditors', 'SPAIN']
['Finance', 'Certified', '60604', 'CHOPPER TRADING LLC', 'Financial Analysts', 'UNITED STATES OF AMERICA']
