['Other Economic Sector', 'Certified', '20018', 'LEE & OH LLC', 'First-Line Supervisors of Retail Sales Workers', 'SOUTH KOREA']
['Hospitality', 'Certified', '20006', 'KU-WASHINGTON CORPORATION T/A SICHUAN PAVILION', 'Chefs and Head Cooks', 'CHINA']
['Other Economic Sector', 'Certified', '20006', 'PEER CONSULTANTS, P.C.', 'Environmental Engineers', 'INDIA']
['Hospitality', 'Certified', '20052', 'KOLL GROUP, CORP.', 'General and Operations Managers', 'THAILAND']
['IT', 'Certified', '20037', 'OST, INC.', 'Computer Systems Analysts', 'INDIA']
['Retail', 'Certified', '20020', 'C&W SERVICES, INC', 'First-Line Supervisors/Managers of Retail Sales Workers', 'MOROCCO']
['IT', 'Certified', '20037', 'OST, INC.', 'Computer Software Engineers, Applications', 'INDIA']
['Finance', 'Certified', '20036', 'PFC ENERGY, LLC', 'Economists', 'GREECE']
['Aerospace', 'Certified', '20020', 'ARRINGTON DIXON AND ASSOCIATES, INC. (ADA INC.)', 'Database Administrators', 'NETHERLANDS']
['Hospitality', 'Certified', '20036', 'DOYLE DUPONT LLC DBA DUPONT CIRCLE HOTEL', 'Food Service Managers', 'SWITZERLAND']
['IT', 'Certified', '20016', 'PROSOFT ASSOCIATES, INC', 'Software Developers, Applications', 'INDIA']
['Hospitality', 'Certified', '20036', 'DOYLE DUPONT LLC DBA DUPONT CIRCLE HOTEL', 'Chefs and Head Cooks', 'SWITZERLAND']
['Other Economic Sector', 'Certified', '20001', 'AFFINITI, LLC', 'Management Analysts', 'INDIA']
['Construction', 'Certified', '20009', 'FLOORSPACE LLC', 'First-Line Supervisors of Mechanics, Installers, and Repairers', 'SOUTH KOREA']
['Other Economic Sector', 'Certified', '20009', 'CAOS CLEANING SERVICE LLC', 'First-Line Supervisors of Housekeeping and Janitorial Workers', 'HONDURAS']
['Other Economic Sector', 'Certified', '20007', 'PATRICIA YAN', 'Childcare Workers', 'PHILIPPINES']
['Educational Services', 'Certified', '20032', 'SEDC CHARTER SCHOOL, INC.', 'Elementary School Teachers, Except Special Education', 'JAMAICA']
['Other Economic Sector', 'Certified', '20005', 'DUNCAN & ALLEN', 'Lawyers', 'ROMANIA']
['Other Economic Sector', 'Certified', '20005', 'AMERICAN HEALTH CARE ASSOCIATION', 'Database Administrators', 'ETHIOPIA']
['Hospitality', 'Certified', '20016', 'A MODO MIO INC TRADE NAME ET VOILA', 'Chefs and Head Cooks', 'HUNGARY']
['IT', 'Certified', '20009', 'COMMUNITY IT INNOVATORS', 'Network and Computer Systems Administrators*', 'NIGERIA']
['Finance', 'Certified', '20036', 'PFC ENERGY, LLC', 'Financial Analysts', 'ARGENTINA']
['Finance', 'Certified', '20036', 'C-QUEST CAPITAL LLC', 'Financial Analysts', 'SOUTH AFRICA']
['Other Economic Sector', 'Certified', '20007', 'THE BERNSTEIN COMPANIES', 'Accountants and Auditors', 'INDIA']
['Educational Services', 'Certified', '20059', 'HOWARD UNIVERSITY', 'Internists, General', 'GHANA']
['Other Economic Sector', 'Certified', '20005', 'GLOBALGIVING FOUNDATION, INC.', 'Social and Community Service Managers', 'INDIA']
['Other Economic Sector', 'Certified', '20036', 'SERVICE EMPLOYEES INTERNATIONAL UNION', 'Database Administrators', 'INDIA']
['Other Economic Sector', 'Certified', '20036', 'SERVICE EMPLOYEES INTERNATIONAL UNION', 'Database Administrators', 'INDIA']
['Other Economic Sector', 'Certified', '20007', 'AMERICAN INSTITUTES FOR RESEARCH', 'Software Developers, Applications, Non R & D (ACWIA Only)', 'INDIA']
['Educational Services', 'Certified', '20002', 'GALLAUDET UNIVERSITY', 'Foreign Language and Literature Teachers, Postsecondary', 'NIGERIA']
['Other Economic Sector', 'Certified', '20036', 'NATIONAL ASSOCIATION OF COUNTY & CITY HEALTH OFFIC', 'Instructional Coordinators', 'JAMAICA']
['IT', 'Certified', '20007', 'EASTBANC TECHNOLOGIES', 'Software Developers, Applications', 'RUSSIA']
['IT', 'Certified', '20007', 'EASTBANC TECHNOLOGIES', 'Software Developers, Applications', 'RUSSIA']
['Hospitality', 'Certified', '20003', 'CHONTONG LLC', 'Accountants and Auditors', 'THAILAND']
['Other Economic Sector', 'Certified', '20071', 'WP COMPANY LLC (D/B/A THE WASHINGTON POST)', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '20071', 'WP COMPANY LLC (D/B/A THE WASHINGTON POST)', 'Software Developers, Applications', 'INDIA']
