['Transportation', 'Certified', '98148', 'TRANSFAIR NORTH AMERICA INTERNATIONAL FREIGHT SERV', 'Transportation, Storage, and Distribution Managers', 'GERMANY']
['Advanced Mfg', 'Certified', '98134', 'STARBUCKS COFFEE COMPANY', 'Database Administrators', 'CANADA']
['IT', 'Certified', '98119', 'NEXTEC OPERATING CORP', 'Computer Programmers', 'MEXICO']
['IT', 'Certified', '98104', 'WATCHGUARD TECHNOLOGIES, INC.', 'Software Developers, Systems Software', 'INDIA']
['Other Economic Sector', 'Certified', '98108', 'TRUE WORLD FOODS SEATTLE LLC', 'Accountants and Auditors', 'JAPAN']
['IT', 'Certified', '98104', 'WATCHGUARD TECHNOLOGIES, INC.', 'Software Developers, Applications', 'SOUTH KOREA']
['Other Economic Sector', 'Certified', '98104', 'KING COUNTY', 'Software Developers, Applications', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Operations Research Analysts', 'CHINA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Software Developers, Applications', 'AUSTRALIA']
['IT', 'Certified', '98104', 'LOYALTY METHODS INC', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '98109', 'EJK ACCOUNTING AND TAX SERVICES, LLC', 'Accountants and Auditors', 'CHINA']
['Aerospace', 'Certified', '98103', 'SHANNON & WILSON', 'Civil Engineers', 'CHINA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Software Developers, Applications', 'CHINA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Software Developers, Applications', 'CHINA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Financial Managers', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Software Developers, Applications', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Computer and Information Systems Managers', 'ISRAEL']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Computer and Information Systems Managers', 'MALAYSIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Software Developers, Applications', 'CANADA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Database Administrators', 'INDIA']
['Other Economic Sector', 'Certified', '98119', 'RAZORFISH, LLC', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '98119', 'RAZORFISH, LLC', 'Advertising and Promotions Managers', 'AUSTRALIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Certified', '98164', 'ENPRECIS, INC.', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '98101', 'POINT B, INC', 'Management Analysts', 'CANADA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '98134', 'TIDEWORKS TECHNOLOGY, INC.', 'Software Developers, Applications', 'AUSTRALIA']
['Aerospace', 'Certified', '98104', 'AIRBIQUITY INC.', 'Software Developers, Applications', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Purchasing Managers', 'INDONESIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Software Developers, Applications', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Financial Managers', 'CHINA']
['IT', 'Certified', '98104', 'LOYALTY METHODS INC', 'Software Developers, Applications', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Purchasing Managers', 'INDIA']
['Transportation', 'Certified', '98104', 'EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.', 'Industrial Engineers', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON PAYMENTS INC.', 'Computer and Information Systems Managers', 'INDIA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Certified', '98104', 'SESAME COMMUNICATIONS, INC.', 'Software Developers, Applications', 'CANADA']
['Retail', 'Certified', '98109', 'AMAZON CORPORATE LLC', 'Software Developers, Applications', 'CHINA']
