[['job_info_work_city', 'job_info_work_state']]
[['Newark', 'DELAWARE']]
[['Vernon', 'CALIFORNIA']]
[['Cincinnati', 'OHIO']]
[['Hillsboro', 'OREGON']]
[['FREMONT', 'CALIFORNIA']]
[['Redmond', 'WASHINGTON']]
[['New York', 'NEW YORK']]
[['New York', 'NEW YORK']]
[['LONG ISLAND CITY', 'NEW YORK']]
[['Cortlandt Manor', 'NEW YORK']]
[['Houston', 'TEXAS']]
[['Mountain View', 'CALIFORNIA']]
[['Plano', 'TEXAS']]
[['Redmond', 'WASHINGTON']]
[['Houston', 'TEXAS']]
[['Woodland Hills', 'CALIFORNIA']]
[['Hillsboro', 'OREGON']]
[['SOUTH PLAINFIELD', 'NEW JERSEY']]
[['AUSTIN', 'TEXAS']]
[['HOUSTON', 'TEXAS']]
[['State University', 'ARKANSAS']]
[['Troy', 'MICHIGAN']]
[['Philadelphia', 'PENNSYLVANIA']]
[['Bothell', 'WASHINGTON']]
[['Redmond', 'WASHINGTON']]
[['OAKLAND', 'CALIFORNIA']]
[['SPRINGFIELD', 'NEW JERSEY']]
[['South San Francisco', 'CALIFORNIA']]
[['Phoenix', 'ARIZONA']]
[['Conyers', 'GEORGIA']]
[['Redmond', 'WASHINGTON']]
[['Houston', 'TEXAS']]
[['Redmond', 'WASHINGTON']]
[['San Jose', 'CALIFORNIA']]
[['San Jose', 'CALIFORNIA']]
[['Bellevue', 'WASHINGTON']]
[['Santa Clara', 'CALIFORNIA']]
[['Dublin', 'OHIO']]
[['Roseville', 'CALIFORNIA']]
[['Miami', 'FLORIDA']]
[['PISCATAWAY', 'NEW JERSEY']]
[['Bellevue', 'WASHINGTON']]
[['Santa Clara', 'CALIFORNIA']]
[['Pleasanton', 'CALIFORNIA']]
[['Newton', 'MASSACHUSETTS']]
[['Redmond', 'WASHINGTON']]
[['Phoenix', 'ARIZONA']]
[['AVON', 'OHIO']]
[['Foster City', 'CALIFORNIA']]
[['Newark', 'CALIFORNIA']]
[['Fort Collins', 'COLORADO']]
[['Sunnyvale', 'CALIFORNIA']]
[['Cupertino', 'CALIFORNIA']]
[['Portsmouth', 'NEW HAMPSHIRE']]
[['Barrington', 'RHODE ISLAND']]
[['Portsmouth', 'NEW HAMPSHIRE']]
[['BETHESDA', 'MARYLAND']]
[['Houston', 'TEXAS']]
[['Santa Monica', 'CALIFORNIA']]
[['Mountain View', 'CALIFORNIA']]
[['Santa Monica', 'CALIFORNIA']]
[['Houston', 'TEXAS']]
[['Foster City', 'CALIFORNIA']]
[['Minneapolis', 'MINNESOTA']]
[['LOS ANGELES', 'CALIFORNIA']]
[['Merced', 'CALIFORNIA']]
[['Plainsboro', 'NEW JERSEY']]
[['Los Angeles', 'CALIFORNIA']]
[['Philadelphia', 'PENNSYLVANIA']]
[['Edison', 'NEW JERSEY']]
[['Pittsburgh', 'PENNSYLVANIA']]
[['Malta', 'NEW YORK']]
[['Sterling', 'VIRGINIA']]
[['New Iberia', 'LOUISIANA']]
[['Irving', 'TEXAS']]
[['ATLANTA', 'GEORGIA']]
[['State college', 'PENNSYLVANIA']]
[['ROANOKE', 'VIRGINIA']]
[['Harrisburg', 'PENNSYLVANIA']]
[['Irving', 'TEXAS']]
[['San Antonio', 'TEXAS']]
[['HARTFORD', 'CONNECTICUT']]
[['San Jose', 'CALIFORNIA']]
[['Wilmington', 'NORTH CAROLINA']]
[['Chesterbrook', 'PENNSYLVANIA']]
[['Irving', 'TEXAS']]
[['Dulles', 'VIRGINIA']]
[['Eden Prairie', 'MINNESOTA']]
[['NORTH WILKESBORO', 'NORTH CAROLINA']]
[['RICHMOND', 'VIRGINIA']]
[['Mountain View', 'CALIFORNIA']]
[['Waltham', 'MASSACHUSETTS']]
[['Burke', 'VIRGINIA']]
[['City of Industry', 'CALIFORNIA']]
[['Wauwatosa', 'WISCONSIN']]
[['Universal City', 'CALIFORNIA']]
[['Atlanta', 'GEORGIA']]
[['Seattle', 'WASHINGTON']]
[['Mountain View', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['Madison', 'WISCONSIN']]
[['Naperville', 'ILLINOIS']]
[['Harrisonburg', 'VIRGINIA']]
[['Dallas', 'TEXAS']]
[['Novi', 'MICHIGAN']]
[['Alexandria', 'VIRGINIA']]
[['Bloomington', 'MINNESOTA']]
[['San Jose', 'CALIFORNIA']]
[['San Jose', 'CALIFORNIA']]
[['Atlanta', 'GEORGIA']]
[['Cambridge', 'MASSACHUSETTS']]
[['Tucker', 'GEORGIA']]
[['Chicago', 'ILLINOIS']]
[['New York', 'NEW YORK']]
[['Mountain View', 'CALIFORNIA']]
[['Rye Brook', 'NEW YORK']]
[['Florence', 'SOUTH CAROLINA']]
[['Pittsburgh', 'PENNSYLVANIA']]
[['Chandler', 'ARIZONA']]
[['Irving', 'TEXAS']]
[['Las Cruces', 'NEW MEXICO']]
[['HAMMOND', 'INDIANA']]
[['Research Triangle Park', 'NORTH CAROLINA']]
[['Research Triangle Park', 'NORTH CAROLINA']]
[['Andover', 'MASSACHUSETTS']]
[['Houston', 'TEXAS']]
[['Redmond', 'WASHINGTON']]
[['Santa Clara', 'CALIFORNIA']]
[['Phoenix', 'ARIZONA']]
[['Los Angeles', 'CALIFORNIA']]
[['Fremont', 'CALIFORNIA']]
[['Redwood Shores', 'CALIFORNIA']]
[['St. Louis', 'MISSOURI']]
[['San Jose', 'CALIFORNIA']]
[['Redwood Shores', 'CALIFORNIA']]
[['Milpitas', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['Roseville', 'MICHIGAN']]
[['San Jose', 'CALIFORNIA']]
[['Folsom', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['Annandale', 'VIRGINIA']]
[['Malvern', 'PENNSYLVANIA']]
[['Westlake Village', 'CALIFORNIA']]
[['Boston', 'MASSACHUSETTS']]
[['Highland Park', 'MICHIGAN']]
[['san ramon', 'CALIFORNIA']]
[['Windsor', 'CONNECTICUT']]
[['Saline', 'MICHIGAN']]
[['Mountain View', 'CALIFORNIA']]
[['Redwood Shores', 'CALIFORNIA']]
[['Dulles', 'VIRGINIA']]
[['Boulder', 'COLORADO']]
[['Champaign', 'ILLINOIS']]
[['Folsom', 'CALIFORNIA']]
[['Green Bay', 'WISCONSIN']]
[['Burlington', 'MASSACHUSETTS']]
[['San Antonio', 'TEXAS']]
[['San Jose', 'CALIFORNIA']]
[['Houston', 'TEXAS']]
[['Winchester', 'MASSACHUSETTS']]
[['Glenview', 'ILLINOIS']]
[['Bemidji', 'MINNESOTA']]
[['Temple Hills', 'MARYLAND']]
[['Decatur', 'ILLINOIS']]
[['Mansfield', 'LOUISIANA']]
[['Hillsboro', 'OREGON']]
[['New York', 'NEW YORK']]
[['NEW YORK', 'NEW YORK']]
[['BROOKLYN', 'NEW YORK']]
[['Charlotte', 'NORTH CAROLINA']]
[['Sunnyvale', 'CALIFORNIA']]
[['Newark', 'CALIFORNIA']]
[['Sunnyvale', 'CALIFORNIA']]
[['Santa Monica', 'CALIFORNIA']]
[['San Francisco', 'CALIFORNIA']]
[['Houston', 'TEXAS']]
[['Schaumburg', 'ILLINOIS']]
[['Matawan', 'NEW JERSEY']]
[['Hillsboro', 'OREGON']]
[['Los Angeles', 'CALIFORNIA']]
[['Bethesda', 'MARYLAND']]
[['Redwood City', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['Oklahoma City', 'OKLAHOMA']]
[['Bellevue', 'WASHINGTON']]
[['Atlanta', 'GEORGIA']]
[['Southfield', 'MICHIGAN']]
[['JERSEY CITY', 'NEW JERSEY']]
[['ASTORIA', 'NEW YORK']]
[['Naples', 'FLORIDA']]
[['New York', 'NEW YORK']]
[['Belmont', 'CALIFORNIA']]
[['FORT LAUDERDALE', 'FLORIDA']]
[['Cumming', 'GEORGIA']]
[['New York', 'NEW YORK']]
[['MANASSAS', 'VIRGINIA']]
[['New York', 'NEW YORK']]
[['Santa Fe Springs', 'CALIFORNIA']]
[['Cambridge', 'MASSACHUSETTS']]
[['Houston', 'TEXAS']]
[['Hillsboro', 'OREGON']]
[['New York', 'NEW YORK']]
[['Mountain View', 'CALIFORNIA']]
[['MARIETTA', 'GEORGIA']]
[['San Antonio', 'TEXAS']]
[['Hillsboro', 'OREGON']]
[['Conway', 'ARKANSAS']]
[['Herndon', 'VIRGINIA']]
[['Hillsboro', 'OREGON']]
[['Santa Clara', 'CALIFORNIA']]
[['Lincoln', 'NEBRASKA']]
[['Jamesburg', 'NEW JERSEY']]
[['Mobile', 'ALABAMA']]
[['ALPHARETTA', 'GEORGIA']]
[['Hillsboro', 'OREGON']]
[['Edison', 'NEW JERSEY']]
[['SOUTH PLAINFIELD', 'NEW JERSEY']]
[['Bethel', 'PENNSYLVANIA']]
[['Cambridge', 'MASSACHUSETTS']]
[['NEWARK', 'NEW JERSEY']]
[['New York', 'NEW YORK']]
[['Davenport', 'IOWA']]
[['Mountain View', 'CALIFORNIA']]
[['ALPHARETTA', 'GEORGIA']]
[['DORAL', 'FLORIDA']]
[['Jersey City', 'NEW JERSEY']]
[['New York', 'NEW YORK']]
[['Elmsford', 'NEW YORK']]
[['King of Prussia', 'PENNSYLVANIA']]
[['Mesquite', 'TEXAS']]
[['Dallas', 'TEXAS']]
[['Chicago', 'ILLINOIS']]
[['Bullhead City', 'ARIZONA']]
[['Hillsboro', 'OREGON']]
[['Chandler', 'ARIZONA']]
[['San Diego', 'CALIFORNIA']]
[['Mount Laurel', 'NEW JERSEY']]
[['New York', 'NEW YORK']]
[['Richmond', 'VIRGINIA']]
[['Mountain View', 'CALIFORNIA']]
[['Jacksonville', 'FLORIDA']]
[['Cambridge', 'MASSACHUSETTS']]
[['Wixom', 'MICHIGAN']]
[['Clearwater', 'FLORIDA']]
[['Houston', 'TEXAS']]
[['Atlanta', 'GEORGIA']]
[['Hoffman Estates', 'ILLINOIS']]
[['Milpitas', 'CALIFORNIA']]
[['Redlands', 'CALIFORNIA']]
[['Jefferson City', 'MISSOURI']]
[['Willcox', 'ARIZONA']]
[['Folsom', 'CALIFORNIA']]
[['Braintree', 'MASSACHUSETTS']]
[['Chandler', 'ARIZONA']]
[['Tallahassee', 'FLORIDA']]
[['Fishersville', 'VIRGINIA']]
[['TIGARD', 'OREGON']]
[['Beaverton', 'OREGON']]
[['New York', 'NEW YORK']]
[['New York', 'NEW YORK']]
[['Cambridge', 'MASSACHUSETTS']]
[['Houston', 'TEXAS']]
[['Payson', 'ARIZONA']]
[['Los Angeles', 'CALIFORNIA']]
[['Malta', 'NEW YORK']]
[['San Diego', 'CALIFORNIA']]
[['Santa Clara', 'CALIFORNIA']]
[['East Grand Forks', 'MINNESOTA']]
[['Houston', 'TEXAS']]
[['Los Angeles', 'CALIFORNIA']]
[['Jamesville', 'VIRGINIA']]
[['Miami', 'FLORIDA']]
[['Cupertino', 'CALIFORNIA']]
[['Evansville', 'INDIANA']]
[['Reston', 'VIRGINIA']]
[['Rancho Dominguez', 'CALIFORNIA']]
[['san bruno', 'CALIFORNIA']]
[['LOS ANGELES', 'CALIFORNIA']]
[['San Francisco', 'CALIFORNIA']]
[['Atlanta', 'GEORGIA']]
[['San Jose', 'CALIFORNIA']]
[['Houston', 'TEXAS']]
[['Orlando', 'FLORIDA']]
[['Sunnyvale', 'CALIFORNIA']]
[['Compton', 'CALIFORNIA']]
[['Mountain View', 'CALIFORNIA']]
[['Malvern', 'PENNSYLVANIA']]
[['Irvine', 'CALIFORNIA']]
[['Troy', 'MICHIGAN']]
[['Diamond Bar', 'CALIFORNIA']]
[['Keene', 'NEW HAMPSHIRE']]
[['Bolingbrook', 'ILLINOIS']]
[['BROOKLYN', 'NEW YORK']]
[['Normal', 'ILLINOIS']]
[['PLAINVIEW', 'NEW YORK']]
[['Columbia', 'MARYLAND']]
[['Fairfax', 'VIRGINIA']]
[['Ellensburg', 'WASHINGTON']]
[['New York', 'NEW YORK']]
[['Londonderry', 'NEW HAMPSHIRE']]
[['Boston', 'MASSACHUSETTS']]
[['Washington', 'DISTRICT OF COLUMBIA']]
[['Rosemont', 'ILLINOIS']]
[['Redwood City', 'CALIFORNIA']]
[['Austin', 'TEXAS']]
[['Mountain View', 'CALIFORNIA']]
[['San Diego', 'CALIFORNIA']]
[['Baltimore', 'MARYLAND']]
[['HILLSBOROUGH', 'NEW JERSEY']]
[['north brunswick', 'NEW JERSEY']]
[['Champaign', 'ILLINOIS']]
[['Houston', 'TEXAS']]
[['McLean', 'VIRGINIA']]
[['bellevue', 'WASHINGTON']]
[['Reston', 'VIRGINIA']]
[['Pleasanton', 'CALIFORNIA']]
[['PORTLAND', 'OREGON']]
[['Boston', 'MASSACHUSETTS']]
[['Edison', 'NEW JERSEY']]
[['El Monte', 'CALIFORNIA']]
[['San Jose', 'CALIFORNIA']]
[['Baltimore', 'MARYLAND']]
[['Calabasas', 'CALIFORNIA']]
[['pleasant hill', 'CALIFORNIA']]
[['Atlanta', 'GEORGIA']]
[['Gainesville', 'FLORIDA']]
[['Santa Clara', 'CALIFORNIA']]
[['BROOKLYN', 'NEW YORK']]
[['MARSHFIELD', 'WISCONSIN']]
[['Princeton', 'NEW JERSEY']]
[['Atlanta', 'GEORGIA']]
[['Dulles', 'VIRGINIA']]
[['Minden', 'LOUISIANA']]
[['Richmond', 'VIRGINIA']]
[['Parsippany', 'NEW JERSEY']]
[['Fort Lauderdale', 'FLORIDA']]
[['Houston', 'TEXAS']]
[['CALIENTE', 'NEVADA']]
[['Atlanta', 'GEORGIA']]
[['Falls Church', 'VIRGINIA']]
[['Houston', 'TEXAS']]
[['Burlington', 'MASSACHUSETTS']]
[['San Jose', 'CALIFORNIA']]
[['Hillsboro', 'OREGON']]
[['New York', 'NEW YORK']]
[['Los Angeles', 'CALIFORNIA']]
[['Charlotte', 'NORTH CAROLINA']]
[['New York', 'NEW YORK']]
[['Sunnyvale', 'CALIFORNIA']]
[['Moonachie', 'NEW JERSEY']]
[['Bloomington', 'MINNESOTA']]
[['Palo Alto', 'CALIFORNIA']]
[['Rancho Cordova', 'CALIFORNIA']]
[['Washington', 'DISTRICT OF COLUMBIA']]
[['CHICAGO', 'ILLINOIS']]
[['Los Angeles', 'CALIFORNIA']]
[['Warren', 'NEW JERSEY']]
[['Jacksonville', 'FLORIDA']]
[['Dallas', 'TEXAS']]
[['Folsom', 'CALIFORNIA']]
[['San Diego', 'CALIFORNIA']]
[['Indio', 'CALIFORNIA']]
[['Chicago', 'ILLINOIS']]
[['San Diego', 'CALIFORNIA']]
[['Philadelphia', 'PENNSYLVANIA']]
[['Santa Clara', 'CALIFORNIA']]
[['Woodland Hills', 'CALIFORNIA']]
[['SUNNYVALE', 'CALIFORNIA']]
[['Chicago', 'ILLINOIS']]
[['SANTA FE SPRINGS', 'CALIFORNIA']]
[['San Antonio', 'TEXAS']]
[['Cary', 'NORTH CAROLINA']]
[['Scottsdale', 'ARIZONA']]
[['Redmond', 'WASHINGTON']]
[['San Francisco', 'CALIFORNIA']]
[['Waukegan', 'ILLINOIS']]
[['Tempe', 'ARIZONA']]
[['Iselin', 'NEW JERSEY']]
[['Houston', 'TEXAS']]
[['Rosemont', 'ILLINOIS']]
[['Cypress', 'CALIFORNIA']]
[['Baton Rouge', 'LOUISIANA']]
[['Irvine', 'CALIFORNIA']]
[['Wilmington', 'DELAWARE']]
[['Sunnyvale', 'CALIFORNIA']]
[['East Brunswick', 'NEW JERSEY']]
[['Chicago', 'ILLINOIS']]
[['Springfield', 'MISSOURI']]
[['Orlando', 'FLORIDA']]
[['Atlanta', 'GEORGIA']]
[['Bethesda', 'MARYLAND']]
[['Saline', 'MICHIGAN']]
[['New York', 'NEW YORK']]
[['Houston', 'TEXAS']]
[['Columbus', 'OHIO']]
[['San Francisco', 'CALIFORNIA']]
[['Parsippany', 'NEW JERSEY']]
[['Boston', 'MASSACHUSETTS']]
[['Boise', 'IDAHO']]
[['Baltimore', 'MARYLAND']]
[['Pittsburgh', 'PENNSYLVANIA']]
[['Dublin', 'OHIO']]
[['Torrance', 'CALIFORNIA']]
[['Baton Rouge', 'LOUISIANA']]
[['FREEHOLD', 'NEW JERSEY']]
[['New York', 'NEW YORK']]
[['Silver Spring', 'MARYLAND']]
[['Payson', 'ARIZONA']]
[['Atlanta', 'GEORGIA']]
[['Westminster', 'CALIFORNIA']]
[['Mountain View', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['San Antonio', 'TEXAS']]
[['Auburn', 'ALABAMA']]
[['Houston', 'TEXAS']]
[['Diamond Bar', 'CALIFORNIA']]
[['Milpitas', 'CALIFORNIA']]
[['Seattle', 'WASHINGTON']]
[['Cambridge', 'MASSACHUSETTS']]
[['Quincy', 'MASSACHUSETTS']]
[['Seattle', 'WASHINGTON']]
[['Houston', 'TEXAS']]
[['Milpitas', 'CALIFORNIA']]
[['Chandler', 'ARIZONA']]
[['New Hyde Park', 'NEW YORK']]
[['Santa Clara', 'CALIFORNIA']]
[['Twinsburg', 'OHIO']]
[['Red Bank', 'NEW JERSEY']]
[['Minnetonka', 'MINNESOTA']]
[['Germantown', 'MARYLAND']]
[['Santa Clara', 'CALIFORNIA']]
[['Campbell', 'CALIFORNIA']]
[['Redmond', 'WASHINGTON']]
[['PORTLAND', 'OREGON']]
[['Kansas City', 'MISSOURI']]
[['GLENMONT', 'NEW YORK']]
[['pittsburgh', 'PENNSYLVANIA']]
[['West Hollywood', 'CALIFORNIA']]
[['Chatsworth', 'CALIFORNIA']]
[['Cambridge', 'MASSACHUSETTS']]
[['Seattle', 'WASHINGTON']]
[['Seattle', 'WASHINGTON']]
[['Portland', 'OREGON']]
[['San Diego', 'CALIFORNIA']]
[['Folsom', 'CALIFORNIA']]
[['Seattle', 'WASHINGTON']]
[['Miami', 'FLORIDA']]
[['Anaheim', 'CALIFORNIA']]
[['San Diego', 'CALIFORNIA']]
[['Palo Alto', 'CALIFORNIA']]
[['Seattle', 'WASHINGTON']]
[['Santa Clara', 'CALIFORNIA']]
[['West Hollywood', 'CALIFORNIA']]
[['Fountain Valley', 'CALIFORNIA']]
[['Cleveland', 'OHIO']]
[['Philadelphia', 'PENNSYLVANIA']]
[['Santa Clara', 'CALIFORNIA']]
[['Harrisburg', 'ILLINOIS']]
[['Cupertino', 'CALIFORNIA']]
[['San Antonio', 'TEXAS']]
[['Santa Clara', 'CALIFORNIA']]
[['Santa Clara', 'CALIFORNIA']]
[['Santa Clara', 'CALIFORNIA']]
[['Foster City', 'CALIFORNIA']]
[['El Segundo', 'CALIFORNIA']]
[['Newark', 'CALIFORNIA']]
[['Chandler', 'ARIZONA']]
[['Sugar Land', 'TEXAS']]
[['Sunnyvale', 'CALIFORNIA']]
[['Kansas City', 'MISSOURI']]
[['McLean', 'VIRGINIA']]
[['Woburn', 'MASSACHUSETTS']]
[['Hillsboro', 'OREGON']]
[['San Diego', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['Seattle', 'WASHINGTON']]
[['Hillsboro', 'OREGON']]
[['Lake View Terrace', 'CALIFORNIA']]
[['Chandler', 'ARIZONA']]
[['Chandler', 'ARIZONA']]
[['Coral Gables', 'FLORIDA']]
[['Duluth', 'GEORGIA']]
[['Hudson', 'MASSACHUSETTS']]
[['Irvine', 'CALIFORNIA']]
[['Indianapolis', 'INDIANA']]
[['Boston', 'MASSACHUSETTS']]
[['Seattle', 'WASHINGTON']]
[['FORT WORTH', 'TEXAS']]
[['San Francisco', 'CALIFORNIA']]
[['McLean', 'VIRGINIA']]
[['Santa Clara', 'CALIFORNIA']]
[['Boston', 'MASSACHUSETTS']]
[['Auburn Hills', 'MICHIGAN']]
[['Dallas', 'TEXAS']]
[['Norcross', 'GEORGIA']]
[['New York', 'NEW YORK']]
[['Cambridge', 'MASSACHUSETTS']]
[['New York', 'NEW YORK']]
[['Houston', 'TEXAS']]
[['Durham', 'NORTH CAROLINA']]
[['Seattle', 'WASHINGTON']]
[['North Kingstown', 'RHODE ISLAND']]
[['Princeton', 'NEW JERSEY']]
[['Omaha', 'NEBRASKA']]
[['Oakland', 'NEW JERSEY']]
[['St. Louis', 'MISSOURI']]
[['Dallas', 'TEXAS']]
[['Coral Gables', 'FLORIDA']]
[['San Juan', 'PUERTO RICO']]
[['Clearwater', 'FLORIDA']]
[['Pittsburgh', 'PENNSYLVANIA']]
[['Troy', 'MICHIGAN']]
[['Farmington Hills', 'MICHIGAN']]
[['LOS ANGELES', 'CALIFORNIA']]
[['Carrboro', 'NORTH CAROLINA']]
[['New Britain', 'CONNECTICUT']]
[['Waltham', 'MASSACHUSETTS']]
[['St. Louis', 'MISSOURI']]
[['Millersburg', 'PENNSYLVANIA']]
[['JERSEY CITY', 'NEW JERSEY']]
[['San Antonio', 'TEXAS']]
[['Dulles', 'VIRGINIA']]
[['Somers', 'NEW YORK']]
[['Columbus', 'OHIO']]
[['Blue Bell', 'PENNSYLVANIA']]
[['Iselin', 'NEW JERSEY']]
[['Farmington Hills', 'MICHIGAN']]
[['McLean', 'VIRGINIA']]
[['NEW YORK', 'NEW YORK']]
[['Hoffman Estates', 'ILLINOIS']]
[['Rockaway', 'NEW JERSEY']]
[['Chantilly', 'VIRGINIA']]
[['Bellevue', 'WASHINGTON']]
[['Alexandria', 'VIRGINIA']]
[['Fulton', 'MARYLAND']]
[['San Francisco', 'CALIFORNIA']]
[['New Braunfels', 'TEXAS']]
[['East Meadow', 'NEW YORK']]
[['Houston', 'TEXAS']]
[['Sugar Land', 'TEXAS']]
[['Houston', 'TEXAS']]
[['Los Angeles', 'CALIFORNIA']]
[['Manassas', 'VIRGINIA']]
[['Madison', 'WISCONSIN']]
[['Milpitas', 'CALIFORNIA']]
[['Piscataway', 'NEW JERSEY']]
[['Los Angeles', 'CALIFORNIA']]
[['Cumming', 'GEORGIA']]
[['Dublin', 'OHIO']]
[['Santa Clara', 'CALIFORNIA']]
[['East Brunswick', 'NEW JERSEY']]
[['Atlanta', 'GEORGIA']]
[['Hillsboro', 'OREGON']]
[['San Diego', 'CALIFORNIA']]
[['Dallas', 'TEXAS']]
[['SPRINGFIELD', 'NEW JERSEY']]
[['Beckley', 'WEST VIRGINIA']]
[['Irving', 'TEXAS']]
[['Milpitas', 'CALIFORNIA']]
[['King of Prussia', 'PENNSYLVANIA']]
[['Louisville', 'KENTUCKY']]
[['New York', 'NEW YORK']]
[['Monterey Park', 'CALIFORNIA']]
[['Eagan', 'MINNESOTA']]
[['SPRINGFIELD', 'NEW JERSEY']]
[['Edison', 'NEW JERSEY']]
[['New York', 'NEW YORK']]
[['Los Angeles', 'CALIFORNIA']]
[['Los Angeles', 'CALIFORNIA']]
[['Carson', 'CALIFORNIA']]
[['La Jolla', 'CALIFORNIA']]
[['Northridge', 'CALIFORNIA']]
[['Miami', 'FLORIDA']]
[['Madison', 'WISCONSIN']]
[['New York', 'NEW YORK']]
[['Atlanta', 'GEORGIA']]
[['Austin', 'TEXAS']]
[['Virginia Beach', 'VIRGINIA']]
[['Tallahassee', 'FLORIDA']]
[['New York', 'NEW YORK']]
[['New York', 'NEW YORK']]
[['Edison', 'NEW JERSEY']]
[['Rockton', 'ILLINOIS']]
[['Austin', 'TEXAS']]
[['Gulfport', 'MISSISSIPPI']]
[['New York', 'NEW YORK']]
[['LAKE FOREST', 'CALIFORNIA']]
[['Reston', 'VIRGINIA']]
[['Muskogee', 'OKLAHOMA']]
[['Santa Clara', 'CALIFORNIA']]
[['Rome', 'NEW YORK']]
[['Tucson', 'ARIZONA']]
[['San Francisco', 'CALIFORNIA']]
[['Atlanta', 'GEORGIA']]
[['Elmwood Park', 'NEW JERSEY']]
[['Irvine', 'CALIFORNIA']]
[['Princeton', 'NEW JERSEY']]
[['Joplin', 'MISSOURI']]
[['Milford', 'CONNECTICUT']]
[['Somerville', 'MASSACHUSETTS']]
[['SPRINGFIELD', 'NEW JERSEY']]
[['Davenport', 'IOWA']]
[['San Jose', 'CALIFORNIA']]
[['Orlando', 'FLORIDA']]
[['Deerfield', 'ILLINOIS']]
[['Brazil', 'INDIANA']]
[['Pompano Beach', 'FLORIDA']]
[['Bowling Green', 'OHIO']]
[['Lynn', 'MASSACHUSETTS']]
[['Holland', 'MICHIGAN']]
[['King of Prussia', 'PENNSYLVANIA']]
[['Baltimore', 'MARYLAND']]
[['SPRINGFIELD', 'NEW JERSEY']]
[['Cupertino', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['Hillsboro', 'OREGON']]
[['Santa Clara', 'CALIFORNIA']]
[['Santa Clara', 'CALIFORNIA']]
[['Rockville', 'MARYLAND']]
[['Brooklyn', 'NEW YORK']]
[['Kent', 'WASHINGTON']]
[['Denver', 'COLORADO']]
[['Chandler', 'ARIZONA']]
[['Bentonville', 'ARKANSAS']]
[['McLean', 'VIRGINIA']]
[['WESTBOROUGH', 'MASSACHUSETTS']]
[['Sunnyvale', 'CALIFORNIA']]
[['HOUSTON', 'TEXAS']]
[['Hillsboro', 'OREGON']]
[['Washington', 'DISTRICT OF COLUMBIA']]
[['Miamisburg', 'OHIO']]
[['SAN DIEGO', 'CALIFORNIA']]
[['Dayton', 'OHIO']]
[['Sterling', 'VIRGINIA']]
[['Houston', 'TEXAS']]
[['Baltimore', 'MARYLAND']]
[['San Francisco', 'CALIFORNIA']]
[['Parsippany', 'NEW JERSEY']]
[['Houston', 'TEXAS']]
[['Fort Washington', 'PENNSYLVANIA']]
[['New York', 'NEW YORK']]
[['San Jose', 'CALIFORNIA']]
[['Miami', 'FLORIDA']]
[['Hillsboro', 'OREGON']]
[['Austin', 'TEXAS']]
[['Frisco', 'TEXAS']]
[['Mississippi State', 'MISSISSIPPI']]
[['Alexandria', 'VIRGINIA']]
[['Los Angeles', 'CALIFORNIA']]
[['Folsom', 'CALIFORNIA']]
[['Houston', 'TEXAS']]
[['CANYON LAKE', 'CALIFORNIA']]
[['Houston', 'TEXAS']]
[['Tampa', 'FLORIDA']]
[['Skokie', 'ILLINOIS']]
[['Houston', 'TEXAS']]
[['Tampa', 'FLORIDA']]
[['Tampa', 'FLORIDA']]
[['Orlando', 'FLORIDA']]
[['Canton', 'MICHIGAN']]
[['EDISON', 'NEW JERSEY']]
[['Canton', 'MICHIGAN']]
[['Annapolis', 'MARYLAND']]
[['Troy', 'MICHIGAN']]
[['Seattle', 'WASHINGTON']]
[['Cupertino', 'CALIFORNIA']]
[['Chicago', 'ILLINOIS']]
[['Conshohocken', 'PENNSYLVANIA']]
[['Fairless Hills', 'PENNSYLVANIA']]
[['Sterling', 'VIRGINIA']]
[['Carrollton', 'TEXAS']]
[['Mountain View', 'CALIFORNIA']]
[['Foothill Ranch', 'CALIFORNIA']]
[['Washington', 'DISTRICT OF COLUMBIA']]
[['Cupertino', 'CALIFORNIA']]
[['Oakland', 'CALIFORNIA']]
[['WEST COVINA', 'CALIFORNIA']]
[['Fremont', 'CALIFORNIA']]
[['Mississippi State', 'MISSISSIPPI']]
[['Dearborn', 'MICHIGAN']]
[['Cambridge', 'MASSACHUSETTS']]
[['Hillsboro', 'OREGON']]
[['Redwood City', 'CALIFORNIA']]
[['New York', 'NEW YORK']]
[['Bentonville', 'ARKANSAS']]
[['Rancho Cordova', 'CALIFORNIA']]
[['Greenwood Village', 'COLORADO']]
[['Bentonville', 'ARKANSAS']]
[['Seattle', 'WASHINGTON']]
[['Bentonville', 'ARKANSAS']]
[['Seattle', 'WASHINGTON']]
[['Farmington Hills', 'MICHIGAN']]
[['Englewood Cliffs', 'NEW JERSEY']]
[['pleasant hill', 'CALIFORNIA']]
[['East Lansing', 'MICHIGAN']]
[['Tampa', 'FLORIDA']]
[['Tampa', 'FLORIDA']]
[['Tampa', 'FLORIDA']]
[['San Diego', 'CALIFORNIA']]
[['San Antonio', 'TEXAS']]
[['New York', 'NEW YORK']]
